GeneSet	NGenes	Correlation	Direction	PValue	FDR
GO_COATED_VESICLE_MEMBRANE	4	0.659881910099001	Down	0.282792962572542	0.899257962917234
GO_ION_HOMEOSTASIS	6	-0.114388053919395	Up	0.283810320627576	0.899257962917234
GO_INTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	7	-0.116319991478385	Down	0.283919151650306	0.899257962917234
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	6	-0.091102337704565	Up	0.284011337558616	0.899257962917234
GO_CELLULAR_CHEMICAL_HOMEOSTASIS	6	-0.160968481113398	Up	0.284335641690293	0.899257962917234
GO_STEM_CELL_PROLIFERATION	3	0.238274406326528	Down	0.284884492343398	0.899257962917234
GO_REGENERATION	3	-0.0146600597993246	Up	0.285090132072785	0.899257962917234
GO_ENDOSOME	10	0.0279074061635446	Down	0.286467599098728	0.899257962917234
GO_STRUCTURAL_MOLECULE_ACTIVITY	4	0.145663718340049	Down	0.286717723331069	0.899257962917234
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	3	-8.9908637355085e-05	Down	0.286815679696988	0.899257962917234
GO_MITOTIC_SPINDLE_ORGANIZATION	3	-8.9908637355085e-05	Down	0.286815679696988	0.899257962917234
GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	26	0.0680075824105831	Up	0.287179168866308	0.899257962917234
GO_CELL_MOTILITY	15	0.0700348578339614	Down	0.287753229203766	0.899257962917234
GO_CHROMOSOME_ORGANIZATION	14	0.0344104130941167	Down	0.288619830236276	0.899257962917234
GO_REGULATION_OF_SECRETION	6	-0.134836941266335	Up	0.291094844581778	0.899257962917234
GO_POSITIVE_REGULATION_OF_TRANSPORT	12	-0.0691178119231788	Down	0.292104947346156	0.899257962917234
GO_REGULATION_OF_DEPHOSPHORYLATION	3	0.130701925651236	Down	0.295103534195184	0.899257962917234
GO_ERK1_AND_ERK2_CASCADE	3	-0.123044144454429	Up	0.295299724373883	0.899257962917234
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	16	-0.00134083480590311	Down	0.295995860006358	0.899257962917234
GO_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	5	0.289637569350453	Down	0.29735765511921	0.899257962917234
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	5	0.289637569350453	Down	0.29735765511921	0.899257962917234
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	6	-0.0657447845506803	Down	0.298687531521216	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELL_MOTILITY	5	-0.113370139467553	Up	0.299303239123957	0.899257962917234
GO_NEGATIVE_REGULATION_OF_LOCOMOTION	5	-0.113370139467553	Up	0.299303239123957	0.899257962917234
GO_RNA_SPLICING	8	-0.0652597547800878	Up	0.301612486984769	0.899257962917234
GO_SECRETORY_VESICLE	7	-0.043458539145118	Up	0.301881560483868	0.899257962917234
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	6	0.229477569403687	Down	0.304447256739168	0.899257962917234
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	35	0.0716366515307746	Down	0.304710745461725	0.899257962917234
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS	4	-0.202536645813803	Up	0.306633507922406	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	4	0.283312677180474	Up	0.30690077202221	0.899257962917234
GO_FATTY_ACID_TRANSPORT	3	0.0330657284514261	Down	0.307629351230562	0.899257962917234
GO_LONG_CHAIN_FATTY_ACID_TRANSPORT	3	0.0330657284514261	Down	0.307629351230562	0.899257962917234
GO_MONOCARBOXYLIC_ACID_TRANSPORT	3	0.0330657284514261	Down	0.307629351230562	0.899257962917234
GO_ORGANIC_ACID_TRANSPORT	3	0.0330657284514261	Down	0.307629351230562	0.899257962917234
GO_ORGANIC_ANION_TRANSPORT	3	0.0330657284514261	Down	0.307629351230562	0.899257962917234
GO_LIPID_CATABOLIC_PROCESS	5	-0.133997075641557	Down	0.3078733057706	0.899257962917234
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	19	-0.00373886401649692	Down	0.308498571525099	0.899257962917234
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	4	-0.248925693470165	Up	0.309277699895893	0.899257962917234
GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	4	-0.165785916557273	Up	0.311329813466498	0.899257962917234
GO_SPINDLE_ORGANIZATION	5	0.0683413765639884	Down	0.314786756878161	0.899257962917234
GO_PROTEIN_CONTAINING_COMPLEX_BINDING	13	0.0114417397102561	Up	0.315031425154796	0.899257962917234
GO_REGULATION_OF_NUCLEAR_DIVISION	3	0.164009859051656	Up	0.316157206072219	0.899257962917234
GO_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	4	0.0810472615854971	Down	0.316248474502884	0.899257962917234
GO_PROXIMAL_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING	5	0.0648680440098486	Down	0.317603353231626	0.899257962917234
GO_HOMEOSTASIS_OF_NUMBER_OF_CELLS	5	0.22601192151299	Up	0.317624385433504	0.899257962917234
HALLMARK_MITOTIC_SPINDLE	4	0.775327043122726	Down	0.318771298779251	0.899257962917234
GO_ORGANELLE_INNER_MEMBRANE	4	-0.128970833199227	Down	0.319674266755447	0.899257962917234
GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	15	-0.0596615357680722	Down	0.321355853752585	0.899257962917234
GO_CYTOPLASMIC_VESICLE_PART	17	-0.011474132667715	Down	0.321752136974328	0.899257962917234
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	4	-0.212645812796465	Up	0.32342525000314	0.899257962917234
GO_CELL_CYCLE_PHASE_TRANSITION	10	0.161629941557533	Down	0.323476278463933	0.899257962917234
GO_DNA_INTEGRITY_CHECKPOINT	5	0.03812640951047	Down	0.32518253640768	0.899257962917234
GO_CELL_DIVISION	5	-0.180842754807361	Down	0.326158506789322	0.899257962917234
GO_ACTIN_FILAMENT_ORGANIZATION	5	-0.17405232064569	Down	0.326324190562442	0.899257962917234
GO_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	7	-0.13541715468065	Up	0.326443512577245	0.899257962917234
GO_REGULATION_OF_CELL_POPULATION_PROLIFERATION	10	-0.067080216453905	Up	0.331211545987911	0.899257962917234
GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	3	0.281454713824973	Down	0.331836457119921	0.899257962917234
GO_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	3	0.281454713824973	Down	0.331836457119921	0.899257962917234
GO_CHROMOSOME_TELOMERIC_REGION	6	0.188228399200571	Down	0.332554566235236	0.899257962917234
GO_EAR_MORPHOGENESIS	3	0.392501780319873	Down	0.333447145546441	0.899257962917234
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	3	0.392501780319873	Down	0.333447145546441	0.899257962917234
GO_INNER_EAR_MORPHOGENESIS	3	0.392501780319873	Down	0.333447145546441	0.899257962917234
GO_SENSORY_ORGAN_MORPHOGENESIS	3	0.392501780319873	Down	0.333447145546441	0.899257962917234
GO_ERYTHROCYTE_HOMEOSTASIS	3	0.403092116013185	Up	0.334224853995456	0.899257962917234
GO_MYELOID_CELL_HOMEOSTASIS	3	0.403092116013185	Up	0.334224853995456	0.899257962917234
GO_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	16	0.0613747008877085	Up	0.334459478421878	0.899257962917234
HALLMARK_DNA_REPAIR	3	0.426882077621336	Up	0.334535838596664	0.899257962917234
GO_COFACTOR_BINDING	7	-0.0790590709482634	Up	0.334616602180581	0.899257962917234
GO_SECRETION	14	-0.0549762068683637	Up	0.335592287787355	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	4	-0.040370128061755	Down	0.336661670372994	0.899257962917234
GO_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_IN_RESPONSE_TO_STRESS	3	-0.034998213367833	Up	0.337480966219451	0.899257962917234
GO_VACUOLAR_PART	6	-0.129200994790897	Up	0.339479450942658	0.899257962917234
GO_EMBRYONIC_ORGAN_DEVELOPMENT	4	-0.105926335323795	Down	0.342208285821418	0.899257962917234
GO_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	6	-0.0355021062809038	Up	0.342413445715079	0.899257962917234
GO_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	4	-0.236551851553984	Down	0.344363764131662	0.899257962917234
GO_REGULATION_OF_CELL_CYCLE_ARREST	4	-0.236551851553984	Down	0.344363764131662	0.899257962917234
GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	4	-0.236551851553984	Down	0.344363764131662	0.899257962917234
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	9	0.101673739334136	Down	0.344454643339293	0.899257962917234
GO_MICROTUBULE_ORGANIZING_CENTER	11	-0.023137186025773	Down	0.345389445738526	0.899257962917234
GO_GOLGI_APPARATUS_PART	10	0.235350260413679	Down	0.347617077273144	0.899257962917234
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	7	-0.0251391791510425	Up	0.347785661077889	0.899257962917234
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	7	-0.0251391791510425	Up	0.347785661077889	0.899257962917234
GO_REGULATION_OF_PROTEIN_BINDING	3	0.530469264198967	Down	0.348213313916597	0.899257962917234
GO_SOMATODENDRITIC_COMPARTMENT	6	-0.0550983996409409	Down	0.348223089956997	0.899257962917234
GO_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	7	0.0044911199374222	Down	0.349828386299143	0.899257962917234
GO_REGULATION_OF_GENE_SILENCING	5	0.0318371724126467	Up	0.350172278840868	0.899257962917234
GO_MEIOTIC_CELL_CYCLE	5	0.332689173523113	Down	0.35023174617988	0.899257962917234
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	6	-0.0193156510510454	Down	0.352098232369423	0.899257962917234
GO_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	4	0.398079080106695	Down	0.35355801304757	0.899257962917234
GO_LIPID_BIOSYNTHETIC_PROCESS	11	-0.0257635881757237	Down	0.353687831013319	0.899257962917234
GO_CELLULAR_HOMEOSTASIS	8	-0.125051343349469	Up	0.35376255959291	0.899257962917234
GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS	4	0.441938700427322	Down	0.356591893918268	0.899257962917234
GO_EXOCYTOSIS	9	-0.0965764634229329	Up	0.357650877509857	0.899257962917234
GO_PROTEIN_C_TERMINUS_BINDING	7	-0.0531979890454467	Down	0.358975208101038	0.899257962917234
GO_PRECATALYTIC_SPLICEOSOME	3	-0.0619342766809152	Up	0.364710168286851	0.899257962917234
GO_SM_LIKE_PROTEIN_FAMILY_COMPLEX	3	-0.0619342766809152	Up	0.364710168286851	0.899257962917234
GO_CALMODULIN_BINDING	3	-0.332614681370833	Down	0.364759504598681	0.899257962917234
GO_ENDOPLASMIC_RETICULUM_LUMEN	3	0.724249519118731	Up	0.365602510628351	0.899257962917234
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	5	-0.145201386995882	Up	0.366783034697978	0.899257962917234
GO_PROTEIN_DEPHOSPHORYLATION	4	-0.0715219815621072	Down	0.366820699473105	0.899257962917234
GO_BIOLOGICAL_ADHESION	11	0.176942472477188	Down	0.367782512568473	0.899257962917234
GO_COATED_MEMBRANE	3	0.555659352319207	Down	0.368576866196673	0.899257962917234
GO_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	3	0.219431803475325	Down	0.370062032211092	0.899257962917234
GO_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	3	0.219431803475325	Down	0.370062032211092	0.899257962917234
GO_REGULATION_OF_TRANSPORTER_ACTIVITY	3	0.219431803475325	Down	0.370062032211092	0.899257962917234
GO_ORGANIC_ACID_METABOLIC_PROCESS	10	-0.0753577695869549	Up	0.371158556187378	0.899257962917234
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	7	0.00337202997760107	Up	0.372259848062263	0.899257962917234
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	15	0.00292338192648248	Down	0.37297411364369	0.899257962917234
GO_MICROTUBULE	3	-0.255023480364193	Down	0.373428012764657	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	7	-0.0902294448134765	Down	0.373880668517196	0.899257962917234
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	7	-0.103168448594219	Down	0.374400148122549	0.899257962917234
GO_PROTEIN_FOLDING	3	0.145757261117032	Up	0.374655412210597	0.899257962917234
GO_DNA_PACKAGING	3	-0.32210343855588	Down	0.374859227866935	0.899257962917234
GO_MUSCLE_TISSUE_DEVELOPMENT	4	-0.121811627736806	Down	0.375535173137773	0.899257962917234
GO_MUSCLE_CELL_DIFFERENTIATION	5	0.0688049969829351	Up	0.376203590714417	0.899257962917234
HALLMARK_XENOBIOTIC_METABOLISM	4	0.435159224264019	Up	0.376319357140636	0.899257962917234
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	10	0.082572895082238	Down	0.376442086464668	0.899257962917234
GO_APOPTOTIC_MITOCHONDRIAL_CHANGES	4	0.0228162553154366	Down	0.379836581929154	0.899257962917234
GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	4	0.0228162553154366	Down	0.379836581929154	0.899257962917234
GO_INNATE_IMMUNE_RESPONSE	4	-0.263908917073685	Down	0.381256307505731	0.899257962917234
GO_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	3	-0.0840359901419361	Up	0.381440047566209	0.899257962917234
GO_SUPRAMOLECULAR_COMPLEX	6	0.0652724920837398	Down	0.381974202806337	0.899257962917234
GO_DEVELOPMENTAL_GROWTH	3	-0.231810960322279	Down	0.382272175923354	0.899257962917234
GO_CONDENSED_CHROMOSOME	5	0.195895984066096	Down	0.385537688298661	0.899257962917234
GO_CELL_CYCLE_CHECKPOINT	6	0.113840419867149	Down	0.38600770818238	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION	4	0.38211581822569	Down	0.386472868845738	0.899257962917234
GO_TRANSITION_METAL_ION_BINDING	6	-0.0825421928740339	Down	0.389102566983396	0.899257962917234
GO_ENVELOPE	13	-0.0559064878894563	Down	0.38967697864278	0.899257962917234
GO_MIDBODY	3	-0.194648584502207	Down	0.390127092245389	0.899257962917234
GO_NEURON_PART	13	0.0361676614199038	Down	0.390750566215552	0.899257962917234
GO_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	5	-0.0213917026719064	Down	0.392146203060887	0.899257962917234
GO_REGULATION_OF_CATABOLIC_PROCESS	15	-0.0448365535418619	Down	0.393107188263977	0.899257962917234
GO_PROTEIN_TARGETING_TO_MITOCHONDRION	5	-0.101657877562572	Down	0.396642191338191	0.899257962917234
GO_PEPTIDYL_LYSINE_MODIFICATION	6	0.182578984915802	Down	0.397208842624753	0.899257962917234
GO_ORGANELLE_SUBCOMPARTMENT	4	0.428631417515598	Down	0.398235039181582	0.899257962917234
GO_TRANS_GOLGI_NETWORK	4	0.428631417515598	Down	0.398235039181582	0.899257962917234
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	7	0.155112440602423	Down	0.398394014731327	0.899257962917234
GO_REGULATION_OF_PEPTIDASE_ACTIVITY	7	0.155112440602423	Down	0.398394014731327	0.899257962917234
GO_CELL_CORTEX	4	-0.185448858794152	Down	0.399531776269647	0.899257962917234
GO_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	7	-0.154731417057973	Down	0.40066394396659	0.899257962917234
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	5	-0.0655604094377659	Down	0.402830645792336	0.899257962917234
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	3	-0.136076498161233	Down	0.403938786038085	0.899257962917234
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	7	0.0991761660322805	Down	0.404287001005915	0.899257962917234
GO_CARBOHYDRATE_METABOLIC_PROCESS	3	0.267800112320224	Down	0.406342972611808	0.899257962917234
GO_TRANSMEMBRANE_TRANSPORT	9	-0.0277188281883896	Down	0.408797320317555	0.899257962917234
GO_TRANSPORT_VESICLE	4	0.601463391912734	Down	0.409147519505056	0.899257962917234
GO_AZUROPHIL_GRANULE	3	-0.201354316238074	Up	0.409524721467817	0.899257962917234
GO_COVALENT_CHROMATIN_MODIFICATION	6	0.243276475564513	Down	0.411199046695929	0.899257962917234
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	3	-0.249797505008038	Down	0.411746994175971	0.899257962917234
GO_APOPTOTIC_PROCESS	16	-0.0299537947698916	Down	0.416109662586538	0.899257962917234
GO_VIRAL_LIFE_CYCLE	4	0.182346824939318	Down	0.417677252106679	0.899257962917234
GO_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	4	-0.00608174565501389	Down	0.418330645641038	0.899257962917234
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	3	0.0168033394542926	Down	0.419354522888322	0.899257962917234
GO_NUCLEOSOME_BINDING	3	0.0168033394542926	Down	0.419354522888322	0.899257962917234
GO_NUCLEOSOME_ORGANIZATION	3	0.0168033394542926	Down	0.419354522888322	0.899257962917234
GO_ATPASE_ACTIVITY_COUPLED	4	-0.282494944037778	Up	0.421059506907192	0.899257962917234
GO_CYTOPLASMIC_REGION	5	-0.138280585956973	Down	0.42372922004763	0.899257962917234
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	3	-0.140707501185771	Down	0.423886178946072	0.899257962917234
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	4	-0.110867797889319	Up	0.424608105638087	0.899257962917234
GO_MONOVALENT_INORGANIC_CATION_TRANSPORT	4	0.512182816054354	Up	0.425260355622357	0.899257962917234
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	7	-0.161246810639777	Up	0.42531759150318	0.899257962917234
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	5	-0.186669852485658	Down	0.427433617682994	0.899257962917234
GO_SEQUENCE_SPECIFIC_DNA_BINDING	9	0.0124937705554791	Down	0.428181607058051	0.899257962917234
GO_CELL_CYCLE	30	0.0231814429794374	Down	0.429604694059144	0.899257962917234
GO_CELL_CYCLE_PROCESS	20	-0.0111095999363457	Down	0.432612189737293	0.899257962917234
GO_TRANSCRIPTION_COACTIVATOR_ACTIVITY	5	0.333709686531696	Down	0.434066559309581	0.899257962917234
GO_HORMONE_RECEPTOR_BINDING	3	-0.199953186277353	Down	0.435626753134912	0.899257962917234
GO_NUCLEAR_HORMONE_RECEPTOR_BINDING	3	-0.199953186277353	Down	0.435626753134912	0.899257962917234
GO_VESICLE_MEMBRANE	8	0.0749141569662391	Down	0.436467535396683	0.899257962917234
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	3	-0.306596808296478	Down	0.438281657134334	0.899257962917234
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	3	-0.306596808296478	Down	0.438281657134334	0.899257962917234
GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	3	-0.306596808296478	Down	0.438281657134334	0.899257962917234
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	5	-0.041464498354622	Up	0.439175331662194	0.899257962917234
GO_CYTOSOLIC_TRANSPORT	3	0.0590464960978487	Down	0.43957780837361	0.899257962917234
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	3	0.0590464960978487	Down	0.43957780837361	0.899257962917234
GO_CHROMOSOMAL_REGION	8	0.112898478114732	Down	0.439705261864411	0.899257962917234
GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	3	-0.171406779287206	Down	0.440243808383285	0.899257962917234
GO_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	3	-0.171406779287206	Down	0.440243808383285	0.899257962917234
GO_PEPTIDYL_SERINE_MODIFICATION	5	-0.108303170586607	Up	0.441823555130977	0.899257962917234
GO_RRNA_METABOLIC_PROCESS	3	-0.361916570109747	Up	0.445230890779804	0.899257962917234
GO_REGULATORY_REGION_NUCLEIC_ACID_BINDING	7	0.155270871144239	Down	0.446562121995914	0.899257962917234
GO_MICROTUBULE_BASED_PROCESS	9	-0.029315974465972	Down	0.446866454648217	0.899257962917234
GO_MULTICELLULAR_ORGANISM_REPRODUCTION	11	-0.0949098189237409	Down	0.448820635636474	0.899257962917234
GO_REGULATION_OF_LYMPHOCYTE_ACTIVATION	3	0.0170572498153542	Up	0.449818398714181	0.899257962917234
GO_NCRNA_METABOLIC_PROCESS	5	-0.230566737182609	Up	0.45388852272473	0.899257962917234
GO_NCRNA_PROCESSING	5	-0.230566737182609	Up	0.45388852272473	0.899257962917234
GO_METAL_ION_HOMEOSTASIS	5	-0.203774048867256	Up	0.457254465544449	0.899257962917234
GO_PHOSPHOLIPID_BINDING	4	-0.121747150061099	Down	0.457452176857665	0.899257962917234
GO_DOUBLE_STRANDED_DNA_BINDING	8	0.102824648728473	Down	0.45757193299832	0.899257962917234
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	7	-0.0368813303439949	Up	0.458321262815306	0.899257962917234
GO_NUCLEAR_CHROMOSOME	8	-0.00351772379726713	Down	0.458676019725749	0.899257962917234
GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	9	0.112392152149889	Down	0.459150464857768	0.899257962917234
GO_REGULATION_OF_PROTEOLYSIS	9	0.112392152149889	Down	0.459150464857768	0.899257962917234
GO_NEURON_PROJECTION	9	0.069917176247385	Down	0.460117346748782	0.899257962917234
GO_PROTEIN_DNA_COMPLEX	3	0.00739253842361554	Down	0.460711338884796	0.899257962917234
GO_CELL_JUNCTION_ORGANIZATION	3	0.071747130800151	Down	0.461946274339355	0.899257962917234
GO_TOR_SIGNALING	3	-0.1923115609566	Up	0.46294427490057	0.899257962917234
GO_SUPRAMOLECULAR_FIBER_ORGANIZATION	7	-0.0480488680026541	Down	0.463668039954919	0.899257962917234
GO_DNA_RECOMBINATION	3	0.529208233183616	Up	0.46415146654565	0.899257962917234
GO_PERINUCLEAR_REGION_OF_CYTOPLASM	9	0.0878908191041926	Up	0.464325779099959	0.899257962917234
GO_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	3	-0.291100636092138	Down	0.464911581021973	0.899257962917234
GO_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	3	0.219701834619212	Down	0.465249993418798	0.899257962917234
GO_MITOTIC_NUCLEAR_DIVISION	6	0.108596010400981	Up	0.465549093795839	0.899257962917234
GO_ORGANELLE_FISSION	6	0.108596010400981	Up	0.465549093795839	0.899257962917234
GO_VACUOLE	8	-0.0934187983299369	Up	0.467620179712597	0.899257962917234
GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	10	-0.00804029112650796	Down	0.468974364608644	0.899257962917234
GO_LIPID_BINDING	5	-0.165624540824476	Down	0.470018018895161	0.899257962917234
GO_CIRCADIAN_RHYTHM	3	0.0325021127429462	Down	0.470140624957271	0.899257962917234
GO_RHYTHMIC_PROCESS	3	0.0325021127429462	Down	0.470140624957271	0.899257962917234
GO_LYASE_ACTIVITY	4	0.823487087132283	Up	0.471191991317426	0.899257962917234
GO_NUCLEOPLASM_PART	20	0.0247001385285424	Up	0.473761196449289	0.899257962917234
GO_MITOTIC_SPINDLE	3	0.207181079015435	Down	0.475139583669948	0.899257962917234
GO_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	7	0.0593991750324498	Up	0.476493019486432	0.899257962917234
GO_TUBE_DEVELOPMENT	6	0.0488999726740121	Down	0.476994233518631	0.899257962917234
GO_PROTEIN_TARGETING	8	-0.0086644238973818	Down	0.479110416521221	0.899257962917234
GO_ENDOSOMAL_TRANSPORT	5	0.110093445734922	Down	0.479733880656499	0.899257962917234
GO_REGULATION_OF_METAL_ION_TRANSPORT	3	-0.116060218478892	Down	0.479973952594856	0.899257962917234
GO_REGULATION_OF_PROTEIN_LOCALIZATION	12	0.0527162104539392	Down	0.481407887121462	0.899257962917234
GO_INTRACELLULAR_PROTEIN_TRANSPORT	25	0.0496776627657762	Down	0.484373570840127	0.899257962917234
GO_MUSCLE_ORGAN_DEVELOPMENT	7	-0.0487474614602017	Down	0.488464847609035	0.899257962917234
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	5	-0.141302477929716	Down	0.490825752408057	0.899257962917234
GO_MITOCHONDRIAL_TRANSPORT	8	-0.0843358456808	Down	0.491498509944644	0.899257962917234
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	10	-0.0447613281404833	Down	0.491561145041795	0.899257962917234
GO_CELL_ACTIVATION	13	0.0525143309533424	Up	0.492462288962425	0.899257962917234
GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	3	0.011358071473309	Down	0.493063896627424	0.899257962917234
GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	3	0.011358071473309	Down	0.493063896627424	0.899257962917234
GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	3	0.011358071473309	Down	0.493063896627424	0.899257962917234
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	21	0.0032046899878577	Up	0.49339475437611	0.899257962917234
GO_CHROMOSOME	16	0.128108804110714	Down	0.494017378965347	0.899257962917234
GO_POSITIVE_REGULATION_OF_SIGNALING	13	-0.026810127723157	Up	0.494771729637984	0.899257962917234
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	3	0.0272852836963858	Up	0.495079261364003	0.899257962917234
GO_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	3	0.407627081177413	Down	0.498854526427343	0.899257962917234
GO_RIBOSOME_BIOGENESIS	4	-0.0670929318762474	Up	0.499512778994917	0.899257962917234
GO_CELL_PART_MORPHOGENESIS	4	-0.249137227813016	Down	0.500403839352608	0.899257962917234
GO_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	4	-0.155229311957943	Down	0.500838254369678	0.899257962917234
GO_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	4	-0.155229311957943	Down	0.500838254369678	0.899257962917234
GO_MRNA_BINDING	4	0.11164904599111	Down	0.500850080069062	0.899257962917234
GO_PROTEIN_DOMAIN_SPECIFIC_BINDING	9	0.142355115195042	Up	0.503420524729069	0.899257962917234
GO_MULTI_ORGANISM_REPRODUCTIVE_PROCESS	14	-0.0331648925991419	Down	0.504092229844276	0.899257962917234
GO_REGULATION_OF_CELL_ADHESION	5	0.186248251990798	Down	0.506302391426124	0.899257962917234
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	3	0.0462537950629138	Down	0.507022349446357	0.899257962917234
GO_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	4	-0.179345698515142	Down	0.507364143390951	0.899257962917234
